tiempo,GDOP,PDOP,HDOP,VDOP,TDOP
2024-05-06 00:00:00,1.555764296578805,1.4506738019775953,1.1317454243602434,0.8236067741837837,0.5620925784648049
2024-05-06 00:05:30,1.2731045815540385,1.130403151323986,0.9033424616813936,0.4617836814465982,0.5856483510184971
2024-05-06 00:11:00,1.2785116629798274,1.1991367966803659,0.977209627534668,0.4829904010064044,0.4434670396124102
2024-05-06 00:16:30,1.2562174386628362,1.1768719534008698,0.9809049743305313,0.4228530260351993,0.43937985672881874
2024-05-06 00:22:00,1.590268138617275,1.4800049308449466,1.0836133935659922,1.0161966086097494,0.581840319482844
2024-05-06 00:27:30,2.3336503317480117,2.2083744904779605,2.0833306695352554,0.5366512115675761,0.7543248508923815
2024-05-06 00:33:00,1.8462121978055817,1.6365772730300734,1.342402930196179,0.8763395435992632,0.8544672660363094
2024-05-06 00:38:30,1.9829756297043908,1.6632936215505283,1.559697112645849,0.3338905882948739,1.0796511827950974
2024-05-06 00:44:00,2.2478687905690977,2.0733508811176042,1.8508711573688643,0.8730598350511863,0.8684067154182026
2024-05-06 00:49:30,1.92343701019982,1.7375624536627816,1.385593043751625,1.099255197485733,0.8249161483616358
2024-05-06 00:55:00,3.4886650815055518,3.2255418095199015,2.7386465566480753,2.9039350027205604,1.3291591650194567
2024-05-06 01:00:30,2.1313748061506876,2.0391372408378574,1.9321170042181421,0.425004568982941,0.6202240541304833
2024-05-06 01:06:00,2.0847286256745714,1.9974176605006275,1.9005810514270238,0.3774689774363488,0.59700597335972
2024-05-06 01:11:30,2.0168842928066417,1.8629779635990635,1.7197062516542805,0.5132973008768981,0.7727453382029775
2024-05-06 01:17:00,1.9309786955226067,1.7028211290026127,1.5078843415741976,0.6258846098130815,0.9105377121154595
2024-05-06 01:22:30,2.049006270702229,1.8670844326621234,1.6899783031806404,0.6299776134679268,0.8440511943524582
2024-05-06 01:28:00,1.5417801960973458,1.3196330455134067,1.1001908072503606,0.5310115624527891,0.797279623637141
2024-05-06 01:33:30,1.444019792176161,1.3121523666027417,1.1857377157925195,0.3157699025283137,0.6028675866351643
2024-05-06 01:39:00,1.8013467020027503,1.6212032463292787,1.447003306881071,0.5344813957838368,0.7852069631043734
2024-05-06 01:44:30,1.7535596520858336,1.6113478836788278,1.4277453534219906,0.557985208018152,0.6917582317451326
2024-05-06 01:50:00,1.6595955885094014,1.3906146957283991,1.2473847816828922,0.3778404384017115,0.9057860042107511
2024-05-06 01:55:30,2.450285284526695,2.271693374050069,2.0389086683466324,1.0034422278439505,0.9183175866033924
2024-05-06 02:01:00,2.161523260953357,1.9157044757576303,1.6799066554590694,0.8478372673821414,1.0011289473412588
2024-05-06 02:06:30,2.7218034388989847,2.469371256895248,2.0772354593305917,1.7828872508800433,1.1447355832776072
2024-05-06 02:12:00,2.1226538598903955,1.7624898208568736,1.5183774489768955,0.8009002910625094,1.1829154831531714
2024-05-06 02:17:30,1.7658764401141254,1.6462438959855863,1.171576469435639,1.3375275413345247,0.638905812057094
2024-05-06 02:23:00,2.029191362889161,1.897113367561615,1.4825253115919892,1.4011578298700462,0.7201239183939101
2024-05-06 02:28:30,1.2666594225613736,1.125856982630891,0.9503948839361093,0.36430350992680405,0.5804068809247338
2024-05-06 02:34:00,1.3910720341441594,1.285360831092439,1.008135917206271,0.6358144385453166,0.5319106485786157
2024-05-06 02:39:30,1.6153531508115362,1.4970013231898087,1.2776581605681576,0.6086025863656301,0.6069207857741566
2024-05-06 02:45:00,1.6950955611335299,1.6501418139075292,1.4112576797514025,0.7313197673487188,0.3877898340191052
2024-05-06 02:50:30,1.363429657491445,1.265552702893474,1.0978221069506067,0.3964102652915081,0.507264021123381
2024-05-06 02:56:00,1.7562490877933516,1.6307951044477245,1.3085871820742105,0.947092259601741,0.6518574887844082
2024-05-06 03:01:30,1.4295773143094996,1.3598169476531743,1.126046004808898,0.5811225261787153,0.4411226206663697
2024-05-06 03:07:00,1.5912825865472457,1.4923231556566043,1.1855301627528836,0.8215466341120075,0.5524055297873174
2024-05-06 03:12:30,1.289951666559599,1.1579168202166883,0.9602787437733779,0.4186360967977494,0.5685102809265286
2024-05-06 03:18:00,1.5150009711115218,1.3709311761849725,1.0352601502728755,0.8076887110928955,0.6448066784959211
2024-05-06 03:23:30,1.647698449936428,1.56795148244631,1.1056441733470566,1.2360228132492852,0.5063974038414164
2024-05-06 03:29:00,2.1950714636638677,1.9029301285353137,1.6358227518037103,0.945226998768762,1.0941643644827812
2024-05-06 03:34:30,1.9144440858723084,1.6437750478105746,1.4793677969987917,0.5134673290075986,0.98137645688431
2024-05-06 03:40:00,1.9680025064334077,1.7931964506071745,1.5029271568045,0.9567634718097107,0.8108516232073573
2024-05-06 03:45:30,1.8947441443032274,1.6423064976963357,1.5112278037419355,0.4133611575729303,0.9449257854433677
2024-05-06 03:51:00,1.951108134937855,1.6916042202485193,1.51722931994933,0.5595400286486948,0.972264427127761
2024-05-06 03:56:30,2.152115303370661,1.9011316022323266,1.8290612924786434,0.2688361573628077,1.008612368551833
2024-05-06 04:02:00,1.9652606764475118,1.743511586771938,1.6448959746928065,0.3341498856474027,0.9068720269050817
2024-05-06 04:07:30,2.2306591959214526,1.9583832982449367,1.864811132961967,0.35774458122582103,1.067977202708103
2024-05-06 04:13:00,1.6873252126000042,1.4963558646911412,1.2963205443984132,0.5586339199661748,0.7797342491388182
2024-05-06 04:18:30,1.8316678820916525,1.7088084360504527,1.529637774764656,0.5802345491302259,0.6595308629388966
2024-05-06 04:24:00,1.9898210206854343,1.8269370521658976,1.6141190670402803,0.7323186299936348,0.7884723849222649
2024-05-06 04:29:30,1.6717250871272578,1.5598337896263719,1.4062992311321258,0.4554039237773606,0.6013179821612423
2024-05-06 04:35:00,1.6710413021671262,1.5399491071959106,1.3191354176141599,0.6313250027493986,0.6487956386990605
2024-05-06 04:40:30,2.178130935535997,2.058406810281269,1.7632131866937053,1.1281178548817357,0.7121908281679916
2024-05-06 04:46:00,1.9428700336695863,1.8032578058062005,1.5781373600795592,0.7612211869221126,0.7231910214668507
2024-05-06 04:51:30,2.3926708285735563,2.2220443920356825,2.0208238591527974,0.8537522104560211,0.887351347398336
2024-05-06 04:57:00,2.782078210712998,2.690921249974819,2.400247506508955,1.4798690810635855,0.7063299490733734
2024-05-06 05:02:30,2.5057885724467686,2.2623003082809996,1.9485821007803619,1.3210304813666982,1.0774848885049415
2024-05-06 05:08:00,1.961634366940009,1.7306230572191124,1.5257694580103502,0.667083727181229,0.9235546672404955
2024-05-06 05:13:30,2.3239148392566715,2.11353855432477,1.7722286986114382,1.3262506604352455,0.9661961288993677
2024-05-06 05:19:00,2.1633930467808087,2.020012569579356,1.5820519417800492,1.5775624347685686,0.7744796276216419
2024-05-06 05:24:30,1.7414866539623752,1.5512172627551588,1.271444121342564,0.7897048425730426,0.7915180160043501
2024-05-06 05:30:00,1.4105259432317225,1.3323709137539093,1.149524172525177,0.45380642859773446,0.46300235929454303
2024-05-06 05:35:30,1.766920062053418,1.6473866714852718,1.3771548276852017,0.8173274259706651,0.6388455684275598
2024-05-06 05:41:00,1.4754816938849802,1.3478498446497986,1.040285118965345,0.7345060749817443,0.6002891180649575
2024-05-06 05:46:30,1.293807039867464,1.2299465911841552,1.0170328431365028,0.47841281314720535,0.4014573940595513
2024-05-06 05:52:00,1.7449301847923897,1.6918291363615878,1.4089838144756026,0.8770504371877769,0.42719494748604736
2024-05-06 05:57:30,1.5299172930542444,1.3988602481436123,1.1391211306653821,0.6592130435080302,0.6195457446791299
2024-05-06 06:03:00,1.527783464393323,1.4011857296848433,1.1646061661570455,0.6070139268214354,0.6089342041643061
